year,month,gear,ocean,lon,lat,tonnes
1982,12,LL,Indian,120,-45,2
1982,12,LL,Indian,120,-40,26
1982,12,LL,Indian,125,-45,2
1982,12,LL,Indian,125,-40,1
1982,12,LL,Indian,130,-45,0
1982,12,LL,Indian,135,-45,22
1982,12,LL,Indian,135,-40,2
1982,12,LL,Indian,140,-45,264
1982,12,LL,Indian,140,-40,32
1982,12,LL,Indian,145,-45,80
1982,12,LL,Indian,145,-40,3
1982,12,PS,Indian,125,-30,28
1982,12,PS,Indian,130,-30,830
1982,12,PS,Indian,145,-35,8
1982,12,PS,Pacific,150,-35,131
1983,NA,GILL,Indian,NA,NA,12
1983,NA,HAND,Pacific,NA,NA,132
1983,NA,LL,Indian,NA,NA,12
1983,1,BB,Indian,110,-30,8
1983,1,BB,Indian,115,-35,66
1983,1,BB,Indian,115,-30,66
1983,1,BB,Indian,120,-35,6
1983,1,BB,Indian,120,-30,427
1983,1,BB,Indian,125,-30,"1,074"
1983,1,BB,Indian,130,-30,"1,848"
1983,1,BB,Indian,135,-30,2
1983,1,BB,Indian,145,-35,5
1983,1,BB,Pacific,150,-35,13
1983,1,LL,Atlantic,-30,-40,0
1983,1,LL,Atlantic,-15,-40,0
1983,1,LL,Atlantic,-5,-40,1
1983,1,LL,Indian,25,-40,1
1983,1,LL,Indian,25,-35,3
1983,1,LL,Indian,30,-35,12
1983,1,LL,Indian,40,-35,1
1983,1,LL,Indian,45,-35,0
1983,1,LL,Indian,50,-40,0
1983,1,LL,Indian,50,-20,3
1983,1,LL,Indian,55,-35,0
1983,1,LL,Indian,60,-20,1
1983,1,LL,Indian,75,-40,0
1983,1,LL,Indian,85,-40,0
1983,1,LL,Indian,90,-40,1
1983,1,LL,Indian,95,-45,2
1983,1,LL,Indian,95,-40,18
1983,1,LL,Indian,100,-45,7
1983,1,LL,Indian,100,-40,63
1983,1,LL,Indian,105,-45,9
1983,1,LL,Indian,105,-40,11
1983,1,LL,Indian,105,-10,0
1983,1,LL,Indian,110,-40,0
1983,1,LL,Indian,110,-20,0
1983,1,LL,Indian,110,-10,1
1983,1,LL,Indian,115,-45,1
1983,1,LL,Indian,115,-40,4
1983,1,LL,Indian,115,-15,1
1983,1,LL,Indian,115,-10,1
1983,1,LL,Indian,120,-45,1
1983,1,LL,Indian,120,-40,7
1983,1,LL,Indian,125,-45,3
1983,1,LL,Indian,125,-40,1
1983,1,LL,Indian,130,-40,2
1983,1,LL,Indian,135,-45,3
1983,1,LL,Indian,135,-40,0
1983,1,LL,Indian,140,-45,50
1983,1,LL,Indian,140,-40,14
1983,1,LL,Indian,145,-45,9
1983,1,LL,Pacific,170,-45,1
1983,1,PS,Indian,125,-30,"1,218"
1983,1,PS,Indian,130,-30,510
1983,1,PS,Pacific,150,-35,3
1983,2,BB,Indian,110,-30,1
1983,2,BB,Indian,115,-35,71
1983,2,BB,Indian,115,-30,237
1983,2,BB,Indian,120,-35,6
1983,2,BB,Indian,120,-30,583
1983,2,BB,Indian,125,-30,726
1983,2,BB,Indian,130,-35,51
1983,2,BB,Indian,130,-30,669
1983,2,BB,Indian,135,-35,14
1983,2,BB,Indian,135,-30,19
1983,2,BB,Pacific,150,-35,3
1983,2,LL,Atlantic,-50,-40,0
1983,2,LL,Atlantic,-40,-40,0
1983,2,LL,Atlantic,-30,-35,1
1983,2,LL,Atlantic,0,-40,2
1983,2,LL,Atlantic,10,-40,1
1983,2,LL,Atlantic,15,-40,2
1983,2,LL,Atlantic,15,-35,2
1983,2,LL,Indian,20,-40,1
1983,2,LL,Indian,20,-35,2
1983,2,LL,Indian,25,-40,2
1983,2,LL,Indian,25,-35,6
1983,2,LL,Indian,30,-40,4
1983,2,LL,Indian,30,-35,1
1983,2,LL,Indian,35,-35,6
1983,2,LL,Indian,70,-35,0
1983,2,LL,Indian,90,-40,1
1983,2,LL,Indian,100,-10,1
1983,2,LL,Indian,100,-5,0
1983,2,LL,Indian,105,-40,0
1983,2,LL,Indian,105,-10,2
1983,2,LL,Indian,105,-5,0
1983,2,LL,Indian,110,-20,0
1983,2,LL,Indian,110,-10,5
1983,2,LL,Indian,115,-45,2
1983,2,LL,Indian,120,-45,0
1983,2,LL,Indian,125,-45,69
1983,2,LL,Indian,125,-40,18
1983,2,LL,Indian,130,-45,9
1983,2,LL,Indian,130,-40,26
1983,2,LL,Indian,135,-45,2
1983,2,LL,Indian,140,-45,5
1983,2,LL,Pacific,165,-35,4
1983,2,LL,Pacific,170,-45,10
1983,2,LL,Pacific,170,-40,0
1983,2,LL,Pacific,175,-40,1
1983,2,PS,Indian,125,-30,"1,151"
1983,2,PS,Indian,130,-30,646
1983,2,PS,Pacific,150,-35,9
1983,3,BB,Indian,110,-30,18
1983,3,BB,Indian,115,-35,140
1983,3,BB,Indian,115,-30,112
1983,3,BB,Indian,120,-30,315
1983,3,BB,Indian,125,-30,33
1983,3,BB,Indian,130,-35,19
1983,3,BB,Indian,130,-30,257
1983,3,BB,Indian,135,-35,47
1983,3,BB,Indian,135,-30,5
1983,3,BB,Indian,145,-35,2
1983,3,LL,Atlantic,-60,-40,0
1983,3,LL,Atlantic,-50,-40,0
1983,3,LL,Atlantic,-45,-45,2
1983,3,LL,Atlantic,-45,-40,1
1983,3,LL,Atlantic,-10,-40,0
1983,3,LL,Atlantic,-5,-40,2
1983,3,LL,Atlantic,0,-45,0
1983,3,LL,Atlantic,0,-40,3
1983,3,LL,Atlantic,5,-40,0
1983,3,LL,Atlantic,15,-35,2
1983,3,LL,Indian,20,-40,3
1983,3,LL,Indian,20,-35,0
1983,3,LL,Indian,25,-40,3
1983,3,LL,Indian,25,-35,2
1983,3,LL,Indian,30,-40,5
1983,3,LL,Indian,40,-40,67
1983,3,LL,Indian,45,-40,154
1983,3,LL,Indian,90,-35,2
1983,3,LL,Indian,95,-30,0
1983,3,LL,Indian,105,-10,1
1983,3,LL,Indian,110,-30,0
1983,3,LL,Indian,120,-45,7
1983,3,LL,Indian,120,-40,2
1983,3,LL,Indian,125,-45,92
1983,3,LL,Indian,125,-40,154
1983,3,LL,Indian,130,-45,129
1983,3,LL,Indian,130,-40,31
1983,3,LL,Indian,135,-45,29
1983,3,LL,Indian,135,-40,14
1983,3,LL,Pacific,165,-45,1
1983,3,LL,Pacific,170,-45,80
1983,3,LL,Pacific,170,-40,0
1983,3,LL,Pacific,170,-30,0
1983,3,LL,Pacific,175,-45,9
1983,3,LL,Pacific,175,-40,16
1983,3,LL,Pacific,175,-35,0
1983,3,PS,Indian,125,-30,214
1983,3,PS,Indian,130,-35,155
1983,3,PS,Indian,130,-30,165
1983,4,BB,Indian,110,-35,1
1983,4,BB,Indian,110,-30,10
1983,4,BB,Indian,115,-35,182
1983,4,BB,Indian,115,-30,130
1983,4,BB,Indian,120,-35,4
1983,4,BB,Indian,120,-30,359
1983,4,BB,Indian,125,-30,4
1983,4,BB,Indian,130,-30,8
1983,4,BB,Indian,135,-30,0
1983,4,LL,Atlantic,-60,-40,0
1983,4,LL,Atlantic,-55,-40,0
1983,4,LL,Atlantic,-50,-40,6
1983,4,LL,Atlantic,-45,-40,0
1983,4,LL,Atlantic,-10,-40,10
1983,4,LL,Atlantic,-10,-35,1
1983,4,LL,Atlantic,-5,-40,16
1983,4,LL,Atlantic,0,-40,16
1983,4,LL,Atlantic,5,-40,2
1983,4,LL,Atlantic,10,-40,1
1983,4,LL,Atlantic,10,-35,26
1983,4,LL,Atlantic,15,-40,0
1983,4,LL,Indian,25,-40,20
1983,4,LL,Indian,30,-40,276
1983,4,LL,Indian,35,-40,709
1983,4,LL,Indian,35,-35,0
1983,4,LL,Indian,40,-45,4
1983,4,LL,Indian,40,-40,950
1983,4,LL,Indian,45,-40,"1,235"
1983,4,LL,Indian,50,-40,2
1983,4,LL,Indian,70,-30,1
1983,4,LL,Indian,85,-35,4
1983,4,LL,Indian,85,-30,3
1983,4,LL,Indian,90,-35,4
1983,4,LL,Indian,90,-30,23
1983,4,LL,Indian,95,-35,1
1983,4,LL,Indian,95,-30,0
1983,4,LL,Indian,115,-35,0
1983,4,LL,Indian,120,-40,0
1983,4,LL,Indian,120,-35,0
1983,4,LL,Indian,125,-40,13
1983,4,LL,Indian,125,-35,0
1983,4,LL,Indian,130,-45,5
1983,4,LL,Indian,130,-40,14
1983,4,LL,Indian,130,-35,2
1983,4,LL,Indian,135,-45,42
1983,4,LL,Indian,135,-40,14
1983,4,LL,Pacific,-180,-40,0
1983,4,LL,Pacific,165,-45,40
1983,4,LL,Pacific,170,-45,185
1983,4,LL,Pacific,170,-40,17
1983,4,LL,Pacific,175,-45,56
1983,4,LL,Pacific,175,-40,68
1983,4,LL,Pacific,175,-35,1
1983,4,LL,Pacific,175,-30,0
1983,5,BB,Indian,115,-35,36
1983,5,BB,Indian,115,-30,27
1983,5,BB,Indian,120,-30,311
1983,5,BB,Indian,130,-30,38
1983,5,BB,Indian,140,-35,10
1983,5,LL,Atlantic,-50,-40,16
1983,5,LL,Atlantic,-10,-40,28
1983,5,LL,Atlantic,-10,-35,34
1983,5,LL,Atlantic,-5,-40,34
1983,5,LL,Atlantic,0,-40,38
1983,5,LL,Atlantic,5,-40,0
1983,5,LL,Indian,20,-40,0
1983,5,LL,Indian,25,-40,224
1983,5,LL,Indian,25,-35,4
1983,5,LL,Indian,30,-40,210
1983,5,LL,Indian,35,-40,433
1983,5,LL,Indian,40,-40,"1,106"
1983,5,LL,Indian,40,-35,2
1983,5,LL,Indian,45,-40,"1,450"
1983,5,LL,Indian,45,-35,14
1983,5,LL,Indian,50,-40,9
1983,5,LL,Indian,85,-30,1
1983,5,LL,Indian,90,-35,4
1983,5,LL,Indian,90,-30,7
1983,5,LL,Indian,95,-35,0
1983,5,LL,Indian,95,-30,2
1983,5,LL,Indian,100,-30,0
1983,5,LL,Indian,120,-40,0
1983,5,LL,Indian,130,-35,188
1983,5,LL,Pacific,-180,-40,30
1983,5,LL,Pacific,-180,-35,8
1983,5,LL,Pacific,150,-40,6
1983,5,LL,Pacific,150,-35,3
1983,5,LL,Pacific,155,-35,0
1983,5,LL,Pacific,165,-45,2
1983,5,LL,Pacific,170,-45,50
1983,5,LL,Pacific,170,-40,9
1983,5,LL,Pacific,175,-45,26
1983,5,LL,Pacific,175,-40,165
1983,5,LL,Pacific,175,-35,77
1983,5,LL,Pacific,175,-30,0
1983,6,BB,Indian,110,-35,0
1983,6,BB,Indian,115,-35,21
1983,6,BB,Indian,115,-30,18
1983,6,BB,Indian,120,-30,208
1983,6,BB,Indian,130,-30,46
1983,6,BB,Indian,140,-35,10
1983,6,LL,Atlantic,-10,-40,17
1983,6,LL,Atlantic,-10,-35,39
1983,6,LL,Atlantic,-5,-40,120
1983,6,LL,Atlantic,0,-40,18
1983,6,LL,Atlantic,10,-40,2
1983,6,LL,Atlantic,15,-40,4
1983,6,LL,Indian,20,-40,362
1983,6,LL,Indian,20,-35,55
1983,6,LL,Indian,25,-45,1
1983,6,LL,Indian,25,-40,593
1983,6,LL,Indian,25,-35,180
1983,6,LL,Indian,30,-45,1
1983,6,LL,Indian,30,-40,69
1983,6,LL,Indian,30,-35,2
1983,6,LL,Indian,35,-40,272
1983,6,LL,Indian,35,-35,13
1983,6,LL,Indian,40,-40,383
1983,6,LL,Indian,45,-40,214
1983,6,LL,Indian,45,-35,8
1983,6,LL,Indian,50,-40,6
1983,6,LL,Indian,50,-35,1
1983,6,LL,Indian,70,-30,2
1983,6,LL,Indian,80,-35,0
1983,6,LL,Indian,80,-30,1
1983,6,LL,Indian,85,-35,0
1983,6,LL,Indian,90,-35,1
1983,6,LL,Indian,90,-30,0
1983,6,LL,Indian,95,-40,0
1983,6,LL,Indian,100,-40,0
1983,6,LL,Indian,105,-30,0
1983,6,LL,Pacific,-180,-40,2
1983,6,LL,Pacific,-180,-35,43
1983,6,LL,Pacific,150,-40,35
1983,6,LL,Pacific,150,-35,131
1983,6,LL,Pacific,155,-35,6
1983,6,LL,Pacific,155,-30,3
1983,6,LL,Pacific,175,-40,6
1983,6,LL,Pacific,175,-35,361
1983,6,LL,Pacific,175,-30,1
1983,7,BB,Indian,115,-35,116
1983,7,BB,Indian,115,-30,7
1983,7,BB,Indian,120,-30,98
1983,7,BB,Indian,130,-30,7
1983,7,BB,Indian,140,-35,11
1983,7,LL,Atlantic,-10,-40,33
1983,7,LL,Atlantic,-10,-35,5
1983,7,LL,Atlantic,-5,-40,105
1983,7,LL,Atlantic,0,-40,0
1983,7,LL,Atlantic,10,-40,0
1983,7,LL,Atlantic,10,-35,1
1983,7,LL,Atlantic,15,-40,5
1983,7,LL,Indian,20,-40,388
1983,7,LL,Indian,20,-35,71
1983,7,LL,Indian,25,-40,509
1983,7,LL,Indian,25,-35,367
1983,7,LL,Indian,30,-40,245
1983,7,LL,Indian,30,-35,4
1983,7,LL,Indian,35,-40,997
1983,7,LL,Indian,35,-35,46
1983,7,LL,Indian,35,-25,0
1983,7,LL,Indian,40,-40,9
1983,7,LL,Indian,40,-25,0
1983,7,LL,Indian,45,-40,5
1983,7,LL,Indian,50,-40,2
1983,7,LL,Indian,75,-40,1
1983,7,LL,Indian,90,-40,3
1983,7,LL,Indian,90,-30,0
1983,7,LL,Indian,95,-40,89
1983,7,LL,Indian,95,-35,22
1983,7,LL,Indian,100,-40,6
1983,7,LL,Indian,100,-35,8
1983,7,LL,Indian,105,-40,1
1983,7,LL,Indian,145,-40,74
1983,7,LL,Pacific,-180,-35,10
1983,7,LL,Pacific,-90,-30,0
1983,7,LL,Pacific,150,-35,613
1983,7,LL,Pacific,150,-30,6
1983,7,LL,Pacific,155,-35,186
1983,7,LL,Pacific,155,-30,0
1983,7,LL,Pacific,160,-30,0
1983,7,LL,Pacific,170,-30,0
1983,7,LL,Pacific,175,-35,295
1983,7,LL,Pacific,175,-30,4
1983,8,BB,Indian,115,-35,98
1983,8,BB,Indian,115,-30,1
1983,8,BB,Indian,120,-30,29
1983,8,LL,Atlantic,-5,-40,6
1983,8,LL,Atlantic,15,-35,0
1983,8,LL,Indian,20,-40,119
1983,8,LL,Indian,20,-35,23
1983,8,LL,Indian,25,-40,370
1983,8,LL,Indian,25,-35,666
1983,8,LL,Indian,30,-40,32
1983,8,LL,Indian,30,-35,203
1983,8,LL,Indian,35,-40,619
1983,8,LL,Indian,35,-35,54
1983,8,LL,Indian,40,-40,0
1983,8,LL,Indian,70,-40,0
1983,8,LL,Indian,75,-25,1
1983,8,LL,Indian,80,-20,1
1983,8,LL,Indian,85,-25,1
1983,8,LL,Indian,90,-40,2
1983,8,LL,Indian,90,-35,3
1983,8,LL,Indian,90,-25,1
1983,8,LL,Indian,95,-40,57
1983,8,LL,Indian,95,-35,111
1983,8,LL,Indian,100,-40,124
1983,8,LL,Indian,100,-35,277
1983,8,LL,Indian,105,-40,87
1983,8,LL,Indian,105,-35,71
1983,8,LL,Indian,110,-40,1
1983,8,LL,Indian,120,-40,1
1983,8,LL,Indian,145,-45,1
1983,8,LL,Indian,145,-40,145
1983,8,LL,Pacific,-180,-35,0
1983,8,LL,Pacific,-180,-30,0
1983,8,LL,Pacific,-90,-30,0
1983,8,LL,Pacific,150,-35,231
1983,8,LL,Pacific,150,-30,3
1983,8,LL,Pacific,155,-35,37
1983,8,LL,Pacific,155,-30,2
1983,8,LL,Pacific,155,-25,2
1983,8,LL,Pacific,160,-30,0
1983,8,LL,Pacific,165,-30,0
1983,8,LL,Pacific,170,-30,1
1983,8,LL,Pacific,175,-35,11
1983,8,LL,Pacific,175,-30,2
1983,9,BB,Indian,110,-30,0
1983,9,BB,Indian,115,-35,42
1983,9,BB,Indian,115,-30,1
1983,9,BB,Indian,120,-30,7
1983,9,BB,Indian,125,-30,3
1983,9,BB,Indian,130,-30,8
1983,9,LL,Atlantic,10,-25,0
1983,9,LL,Atlantic,15,-35,0
1983,9,LL,Atlantic,15,-30,1
1983,9,LL,Indian,20,-35,11
1983,9,LL,Indian,25,-40,100
1983,9,LL,Indian,25,-35,58
1983,9,LL,Indian,30,-40,50
1983,9,LL,Indian,30,-35,209
1983,9,LL,Indian,35,-40,156
1983,9,LL,Indian,35,-35,119
1983,9,LL,Indian,40,-40,0
1983,9,LL,Indian,40,-35,0
1983,9,LL,Indian,45,-40,1
1983,9,LL,Indian,45,-35,3
1983,9,LL,Indian,60,-20,1
1983,9,LL,Indian,90,-40,10
1983,9,LL,Indian,90,-35,11
1983,9,LL,Indian,95,-40,48
1983,9,LL,Indian,95,-35,107
1983,9,LL,Indian,100,-40,162
1983,9,LL,Indian,100,-35,258
1983,9,LL,Indian,105,-40,117
1983,9,LL,Indian,105,-35,80
1983,9,LL,Indian,105,-25,0
1983,9,LL,Indian,105,-20,0
1983,9,LL,Indian,110,-40,6
1983,9,LL,Indian,110,-35,1
1983,9,LL,Indian,110,-15,3
1983,9,LL,Indian,110,-10,1
1983,9,LL,Indian,115,-40,1
1983,9,LL,Indian,115,-35,1
1983,9,LL,Indian,120,-40,7
1983,9,LL,Indian,120,-35,1
1983,9,LL,Indian,145,-40,5
1983,9,LL,Pacific,-95,-30,0
1983,9,LL,Pacific,155,-35,38
1983,9,LL,Pacific,155,-30,6
1983,9,LL,Pacific,160,-30,3
1983,9,LL,Pacific,165,-30,0
1983,9,LL,Pacific,170,-30,0
1983,9,LL,Pacific,175,-30,0
1983,10,BB,Indian,110,-30,1
1983,10,BB,Indian,115,-35,173
1983,10,BB,Indian,115,-30,32
1983,10,BB,Indian,120,-30,0
1983,10,BB,Pacific,150,-35,1
1983,10,LL,Indian,20,-35,0
1983,10,LL,Indian,30,-35,40
1983,10,LL,Indian,35,-35,38
1983,10,LL,Indian,80,-35,0
1983,10,LL,Indian,90,-40,0
1983,10,LL,Indian,90,-35,6
1983,10,LL,Indian,95,-40,11
1983,10,LL,Indian,95,-35,19
1983,10,LL,Indian,100,-40,10
1983,10,LL,Indian,100,-35,23
1983,10,LL,Indian,100,-20,1
1983,10,LL,Indian,105,-40,2
1983,10,LL,Indian,105,-35,4
1983,10,LL,Indian,105,-30,2
1983,10,LL,Indian,105,-25,0
1983,10,LL,Indian,105,-20,4
1983,10,LL,Indian,110,-40,59
1983,10,LL,Indian,110,-35,2
1983,10,LL,Indian,110,-30,0
1983,10,LL,Indian,110,-20,0
1983,10,LL,Indian,110,-15,0
1983,10,LL,Indian,110,-10,1
1983,10,LL,Indian,115,-40,316
1983,10,LL,Indian,115,-35,118
1983,10,LL,Indian,115,-15,3
1983,10,LL,Indian,115,-10,2
1983,10,LL,Indian,120,-40,148
1983,10,LL,Indian,120,-35,19
1983,10,LL,Indian,125,-40,105
1983,10,LL,Indian,125,-35,30
1983,10,LL,Indian,130,-40,122
1983,10,LL,Indian,130,-35,12
1983,10,LL,Indian,135,-40,15
1983,10,LL,Indian,140,-40,12
1983,10,LL,Indian,145,-45,3
1983,10,LL,Indian,145,-40,20
1983,10,LL,Pacific,155,-35,7
1983,10,LL,Pacific,160,-30,3
1983,10,PS,Pacific,150,-35,22
1983,11,BB,Indian,115,-35,86
1983,11,BB,Indian,115,-30,0
1983,11,BB,Indian,125,-30,1
1983,11,BB,Indian,130,-30,0
1983,11,BB,Pacific,150,-35,107
1983,11,LL,Indian,90,-40,3
1983,11,LL,Indian,95,-45,8
1983,11,LL,Indian,95,-40,194
1983,11,LL,Indian,100,-45,13
1983,11,LL,Indian,100,-40,238
1983,11,LL,Indian,100,-35,1
1983,11,LL,Indian,100,-20,1
1983,11,LL,Indian,100,-10,0
1983,11,LL,Indian,105,-40,82
1983,11,LL,Indian,105,-35,3
1983,11,LL,Indian,105,-20,1
1983,11,LL,Indian,110,-40,11
1983,11,LL,Indian,110,-35,2
1983,11,LL,Indian,110,-30,1
1983,11,LL,Indian,110,-15,0
1983,11,LL,Indian,110,-10,1
1983,11,LL,Indian,115,-40,72
1983,11,LL,Indian,115,-35,123
1983,11,LL,Indian,115,-15,0
1983,11,LL,Indian,115,-10,1
1983,11,LL,Indian,120,-40,90
1983,11,LL,Indian,120,-35,9
1983,11,LL,Indian,125,-40,116
1983,11,LL,Indian,125,-35,1
1983,11,LL,Indian,130,-40,49
1983,11,LL,Indian,130,-35,1
1983,11,LL,Indian,135,-45,21
1983,11,LL,Indian,135,-40,20
1983,11,LL,Indian,140,-45,232
1983,11,LL,Indian,140,-40,82
1983,11,LL,Indian,145,-45,177
1983,11,LL,Indian,145,-40,90
1983,11,PS,Pacific,150,-35,740
1983,12,BB,Indian,110,-30,1
1983,12,BB,Indian,115,-35,14
1983,12,BB,Indian,115,-30,5
1983,12,BB,Indian,120,-35,2
1983,12,BB,Indian,120,-30,322
1983,12,BB,Indian,125,-30,825
1983,12,BB,Indian,130,-30,"1,551"
1983,12,LL,Atlantic,10,-30,0
1983,12,LL,Atlantic,15,-30,0
1983,12,LL,Indian,90,-40,0
1983,12,LL,Indian,95,-45,3
1983,12,LL,Indian,95,-40,33
1983,12,LL,Indian,100,-45,19
1983,12,LL,Indian,100,-40,146
1983,12,LL,Indian,100,-20,0
1983,12,LL,Indian,105,-45,6
1983,12,LL,Indian,105,-40,201
1983,12,LL,Indian,105,-20,2
1983,12,LL,Indian,110,-40,12
1983,12,LL,Indian,110,-30,0
1983,12,LL,Indian,110,-10,2
1983,12,LL,Indian,115,-45,28
1983,12,LL,Indian,115,-40,31
1983,12,LL,Indian,115,-10,0
1983,12,LL,Indian,120,-45,10
1983,12,LL,Indian,120,-40,81
1983,12,LL,Indian,120,-10,1
1983,12,LL,Indian,125,-45,5
1983,12,LL,Indian,125,-40,41
1983,12,LL,Indian,130,-45,12
1983,12,LL,Indian,130,-40,10
1983,12,LL,Indian,135,-45,5
1983,12,LL,Indian,135,-40,5
1983,12,LL,Indian,140,-45,61
1983,12,LL,Indian,140,-40,20
1983,12,LL,Indian,145,-45,387
1983,12,LL,Indian,145,-40,22
1983,12,PS,Indian,125,-30,644
1983,12,PS,Indian,130,-30,380
1983,12,PS,Pacific,150,-35,16
1984,NA,HAND,Pacific,NA,NA,93
1984,NA,LL,Indian,NA,NA,14
1984,1,BB,Indian,110,-30,1
1984,1,BB,Indian,115,-35,49
1984,1,BB,Indian,115,-30,0
1984,1,BB,Indian,120,-35,8
1984,1,BB,Indian,120,-30,321
1984,1,BB,Indian,125,-30,657
1984,1,BB,Indian,130,-30,"1,017"
1984,1,LL,Indian,80,-35,1
1984,1,LL,Indian,85,-35,7
1984,1,LL,Indian,85,-30,0
1984,1,LL,Indian,95,-40,1
1984,1,LL,Indian,100,-45,20
1984,1,LL,Indian,100,-40,65
1984,1,LL,Indian,100,-30,0
1984,1,LL,Indian,100,-10,0
1984,1,LL,Indian,105,-45,4
1984,1,LL,Indian,105,-40,10
1984,1,LL,Indian,105,-35,0
1984,1,LL,Indian,105,-30,2
1984,1,LL,Indian,105,-20,0
1984,1,LL,Indian,105,-10,1
1984,1,LL,Indian,110,-40,0
1984,1,LL,Indian,110,-35,1
1984,1,LL,Indian,110,-30,2
1984,1,LL,Indian,110,-20,0
1984,1,LL,Indian,110,-10,2
1984,1,LL,Indian,115,-45,14
1984,1,LL,Indian,115,-40,58
1984,1,LL,Indian,115,-35,0
1984,1,LL,Indian,115,-20,0
1984,1,LL,Indian,115,-15,1
1984,1,LL,Indian,115,-10,1
1984,1,LL,Indian,120,-45,41
1984,1,LL,Indian,120,-40,164
1984,1,LL,Indian,125,-45,13
1984,1,LL,Indian,125,-40,47
1984,1,LL,Indian,130,-45,9
1984,1,LL,Indian,130,-40,2
1984,1,LL,Indian,135,-45,1
1984,1,LL,Indian,135,-40,0
1984,1,LL,Indian,140,-45,22
1984,1,LL,Indian,140,-40,4
1984,1,LL,Indian,145,-45,65
1984,1,LL,Indian,145,-40,3
1984,1,LL,Pacific,170,-45,0
1984,1,PS,Indian,125,-30,"2,242"
1984,1,PS,Indian,130,-30,79
1984,2,BB,Indian,110,-30,2
1984,2,BB,Indian,115,-35,54
1984,2,BB,Indian,115,-30,29
1984,2,BB,Indian,120,-35,30
1984,2,BB,Indian,120,-30,542
1984,2,BB,Indian,125,-30,189
1984,2,BB,Indian,130,-35,1
1984,2,BB,Indian,130,-30,"1,010"
1984,2,LL,Atlantic,-50,-40,0
1984,2,LL,Indian,30,-40,3
1984,2,LL,Indian,35,-35,0
1984,2,LL,Indian,40,-40,0
1984,2,LL,Indian,45,-40,1
1984,2,LL,Indian,75,-35,2
1984,2,LL,Indian,80,-35,8
1984,2,LL,Indian,85,-35,27
1984,2,LL,Indian,90,-35,22
1984,2,LL,Indian,90,-30,0
1984,2,LL,Indian,95,-35,1
1984,2,LL,Indian,95,-30,1
1984,2,LL,Indian,100,-45,6
1984,2,LL,Indian,100,-40,3
1984,2,LL,Indian,100,-30,3
1984,2,LL,Indian,105,-10,0
1984,2,LL,Indian,110,-35,1
1984,2,LL,Indian,110,-30,0
1984,2,LL,Indian,110,-20,0
1984,2,LL,Indian,110,-10,10
1984,2,LL,Indian,115,-45,155
1984,2,LL,Indian,115,-40,225
1984,2,LL,Indian,115,-10,1
1984,2,LL,Indian,120,-45,552
1984,2,LL,Indian,120,-40,173
1984,2,LL,Indian,125,-45,80
1984,2,LL,Indian,125,-40,18
1984,2,LL,Indian,140,-45,1
1984,2,LL,Indian,145,-45,0
1984,2,LL,Pacific,-180,-45,1
1984,2,LL,Pacific,160,-45,0
1984,2,LL,Pacific,165,-45,4
1984,2,LL,Pacific,170,-45,8
1984,2,LL,Pacific,170,-30,0
1984,2,LL,Pacific,175,-45,0
1984,2,PS,Indian,125,-30,686
1984,2,PS,Indian,130,-30,51
1984,3,BB,Indian,110,-30,0
1984,3,BB,Indian,115,-35,34
1984,3,BB,Indian,115,-30,180
1984,3,BB,Indian,120,-35,28
1984,3,BB,Indian,120,-30,517
1984,3,BB,Indian,125,-30,24
1984,3,BB,Indian,130,-35,9
1984,3,BB,Indian,130,-30,53
1984,3,BB,Indian,135,-35,42
1984,3,LL,Atlantic,-45,-45,0
1984,3,LL,Atlantic,-45,-40,0
1984,3,LL,Atlantic,-5,-40,1
1984,3,LL,Atlantic,0,-40,3
1984,3,LL,Atlantic,5,-40,1
1984,3,LL,Atlantic,10,-40,2
1984,3,LL,Atlantic,15,-40,0
1984,3,LL,Indian,20,-40,0
1984,3,LL,Indian,25,-45,1
1984,3,LL,Indian,25,-40,1
1984,3,LL,Indian,30,-40,35
1984,3,LL,Indian,35,-40,106
1984,3,LL,Indian,40,-40,113
1984,3,LL,Indian,40,-35,0
1984,3,LL,Indian,45,-45,1
1984,3,LL,Indian,45,-40,151
1984,3,LL,Indian,50,-40,1
1984,3,LL,Indian,75,-35,4
1984,3,LL,Indian,80,-35,24
1984,3,LL,Indian,85,-35,18
1984,3,LL,Indian,90,-35,34
1984,3,LL,Indian,90,-30,0
1984,3,LL,Indian,95,-35,7
1984,3,LL,Indian,95,-30,33
1984,3,LL,Indian,100,-45,5
1984,3,LL,Indian,100,-40,10
1984,3,LL,Indian,100,-30,6
1984,3,LL,Indian,105,-35,1
1984,3,LL,Indian,105,-30,0
1984,3,LL,Indian,105,-10,1
1984,3,LL,Indian,110,-10,2
1984,3,LL,Indian,115,-45,42
1984,3,LL,Indian,115,-40,14
1984,3,LL,Indian,115,-15,1
1984,3,LL,Indian,115,-10,1
1984,3,LL,Indian,120,-45,116
1984,3,LL,Indian,120,-40,32
1984,3,LL,Indian,125,-45,60
1984,3,LL,Indian,125,-40,103
1984,3,LL,Indian,130,-45,43
1984,3,LL,Indian,130,-40,48
1984,3,LL,Indian,135,-45,32
1984,3,LL,Indian,135,-40,4
1984,3,LL,Pacific,165,-45,15
1984,3,LL,Pacific,170,-45,132
1984,3,LL,Pacific,175,-45,3
1984,3,LL,Pacific,175,-40,0
1984,4,BB,Indian,115,-35,44
1984,4,BB,Indian,115,-30,42
